timestamp,clocks.sm[MHz],temperature.gpu[C],power.draw[W],utilization.gpu[%]
2026/07/21 12:26:44.987, 1425, 69, 573.81, 100
2026/07/21 12:26:46.140, 1470, 68, 573.00, 99
2026/07/21 12:26:47.284, 1815, 60, 508.70, 82
2026/07/21 12:26:48.446, 1455, 68, 571.38, 100
2026/07/21 12:26:49.594, 1440, 68, 572.23, 99
2026/07/21 12:26:50.740, 1440, 69, 573.70, 99
2026/07/21 12:26:51.889, 1455, 69, 571.64, 100
2026/07/21 12:26:53.039, 1425, 69, 572.02, 99
2026/07/21 12:26:54.198, 1440, 69, 574.27, 100
2026/07/21 12:26:55.343, 1440, 69, 572.22, 100
2026/07/21 12:26:56.495, 1440, 69, 574.77, 99
2026/07/21 12:26:57.642, 1425, 69, 571.65, 100
2026/07/21 12:26:58.813, 1470, 69, 571.50, 99
2026/07/21 12:26:59.959, 1455, 69, 571.03, 99
2026/07/21 12:27:01.123, 1425, 69, 571.28, 99
2026/07/21 12:27:02.273, 1830, 56, 383.60, 0
2026/07/21 12:27:03.510, 1830, 52, 159.04, 0
2026/07/21 12:27:04.658, 1830, 51, 160.45, 0
2026/07/21 12:27:05.845, 1830, 51, 159.55, 0
2026/07/21 12:27:07.372, 1830, 50, 159.12, 0
2026/07/21 12:27:08.529, 1830, 50, 158.84, 0
2026/07/21 12:27:09.681, 1830, 50, 158.57, 0
2026/07/21 12:27:10.832, 1830, 50, 158.38, 0
2026/07/21 12:27:11.977, 1830, 50, 158.51, 0
2026/07/21 12:27:13.123, 1830, 49, 158.34, 0
2026/07/21 12:27:14.267, 1830, 49, 158.16, 0
2026/07/21 12:27:15.417, 1830, 49, 157.86, 0
2026/07/21 12:27:16.565, 1830, 49, 156.18, 0
2026/07/21 12:27:17.704, 1830, 49, 159.89, 4
2026/07/21 12:27:18.854, 1425, 63, 434.81, 100
2026/07/21 12:27:20.011, 1455, 66, 571.16, 99
2026/07/21 12:27:21.166, 1425, 67, 575.77, 100
2026/07/21 12:27:22.312, 1455, 67, 574.89, 100
2026/07/21 12:27:23.458, 1425, 68, 572.51, 99
2026/07/21 12:27:24.606, 1425, 68, 572.99, 100
2026/07/21 12:27:25.753, 1455, 68, 569.70, 100
2026/07/21 12:27:26.904, 1425, 69, 572.34, 99
2026/07/21 12:27:28.063, 1455, 68, 573.39, 99
2026/07/21 12:27:29.208, 1425, 68, 574.03, 100
2026/07/21 12:27:30.360, 1440, 68, 572.97, 99
2026/07/21 12:27:31.512, 1455, 69, 571.12, 100
2026/07/21 12:27:32.662, 1410, 69, 571.94, 100
2026/07/21 12:27:33.815, 1440, 69, 573.81, 99
2026/07/21 12:27:34.959, 1440, 69, 573.98, 100
2026/07/21 12:27:36.112, 1440, 69, 571.30, 100
2026/07/21 12:27:37.257, 1440, 69, 570.22, 99
2026/07/21 12:27:38.405, 1500, 69, 562.00, 99
2026/07/21 12:27:39.563, 1830, 64, 460.10, 99
2026/07/21 12:27:40.713, 1830, 66, 531.53, 99
2026/07/21 12:27:41.862, 1830, 66, 530.32, 99
2026/07/21 12:27:43.007, 1830, 66, 530.49, 99
2026/07/21 12:27:44.156, 1830, 66, 530.17, 99
2026/07/21 12:27:45.300, 1830, 66, 530.15, 99
2026/07/21 12:27:46.461, 1830, 53, 158.60, 0
2026/07/21 12:27:47.620, 1830, 52, 159.55, 0
2026/07/21 12:27:48.820, 1830, 51, 159.80, 0
2026/07/21 12:27:50.048, 1830, 50, 159.21, 0
2026/07/21 12:27:51.202, 1830, 50, 158.93, 0
2026/07/21 12:27:52.351, 1830, 50, 158.55, 0
2026/07/21 12:27:53.494, 1830, 50, 157.79, 0
2026/07/21 12:27:54.641, 1830, 50, 157.49, 0
2026/07/21 12:27:55.788, 1830, 49, 157.21, 0
2026/07/21 12:27:56.937, 1830, 49, 157.11, 0
2026/07/21 12:27:58.088, 1830, 49, 157.14, 0
2026/07/21 12:27:59.231, 1830, 49, 156.88, 0
2026/07/21 12:28:00.379, 1830, 49, 156.45, 0
2026/07/21 12:28:01.529, 1830, 49, 153.05, 0
2026/07/21 12:28:02.814, 1830, 50, 191.17, 2
2026/07/21 12:28:03.972, 1425, 64, 547.77, 100
2026/07/21 12:28:05.122, 1500, 65, 549.32, 99
2026/07/21 12:28:06.276, 1440, 67, 570.46, 100
2026/07/21 12:28:07.424, 1470, 67, 571.93, 99
2026/07/21 12:28:08.588, 1425, 68, 569.63, 100
2026/07/21 12:28:09.737, 1425, 68, 570.99, 100
2026/07/21 12:28:10.877, 1395, 68, 569.77, 99
2026/07/21 12:28:12.033, 1410, 67, 568.06, 100
2026/07/21 12:28:13.180, 1515, 68, 568.41, 99
2026/07/21 12:28:14.324, 1470, 68, 569.46, 99
2026/07/21 12:28:15.473, 1470, 69, 570.02, 100
2026/07/21 12:28:16.626, 1515, 68, 567.16, 99
2026/07/21 12:28:17.778, 1425, 69, 568.77, 100
2026/07/21 12:28:18.928, 1515, 69, 569.21, 100
2026/07/21 12:28:20.079, 1425, 68, 568.26, 99
2026/07/21 12:28:21.234, 1440, 69, 566.15, 100
2026/07/21 12:28:22.393, 1470, 68, 568.33, 100
2026/07/21 12:28:23.552, 1425, 69, 567.50, 99
2026/07/21 12:28:24.695, 1515, 68, 568.21, 100
2026/07/21 12:28:25.845, 1395, 69, 570.87, 100
2026/07/21 12:28:26.997, 1470, 69, 565.91, 99
2026/07/21 12:28:28.146, 1515, 66, 568.50, 100
2026/07/21 12:28:29.295, 1425, 69, 566.60, 100
2026/07/21 12:28:30.448, 1485, 69, 567.73, 99
2026/07/21 12:28:31.595, 1425, 69, 570.07, 100
2026/07/21 12:28:32.750, 1440, 69, 568.79, 100
2026/07/21 12:28:33.899, 1455, 69, 568.73, 99
2026/07/21 12:28:35.045, 1425, 69, 567.37, 100
2026/07/21 12:28:36.188, 1500, 69, 567.55, 99
2026/07/21 12:28:37.349, 1830, 54, 198.64, 0
