name,tp,pp,mbs,vpp,status,oom,skipped,invalid,error,simulated,throughput_tps,mfu_pct,iteration_time_ms,invalid_reason,error_detail
tp4_pp4_mbs32_vpp4,4,4,32,4,error,,,,,,,,,,
tp4_pp4_mbs32_vpp8,4,4,32,8,error,,,,,,,,,,
tp4_pp4_mbs32_vpp16,4,4,32,16,error,,,,,,,,,,
tp4_pp4_mbs64_vpp1,4,4,64,1,error,,,,,,,,,,
tp4_pp4_mbs64_vpp2,4,4,64,2,error,,,,,,,,,,
tp4_pp4_mbs64_vpp4,4,4,64,4,error,,,,,,,,,,
tp4_pp4_mbs64_vpp8,4,4,64,8,error,,,,,,,,,,
tp4_pp4_mbs64_vpp16,4,4,64,16,error,,,,,,,,,,
tp4_pp4_mbs128_vpp1,4,4,128,1,error,,,,,,,,,,
tp4_pp4_mbs128_vpp2,4,4,128,2,error,,,,,,,,,,
tp4_pp4_mbs128_vpp4,4,4,128,4,error,,,,,,,,,,
tp4_pp4_mbs128_vpp8,4,4,128,8,error,,,,,,,,,,
tp4_pp4_mbs128_vpp16,4,4,128,16,error,,,,,,,,,,
tp4_pp4_mbs256_vpp1,4,4,256,1,error,,,,,,,,,,
tp4_pp4_mbs256_vpp2,4,4,256,2,error,,,,,,,,,,
tp4_pp4_mbs256_vpp4,4,4,256,4,error,,,,,,,,,,
tp4_pp4_mbs256_vpp8,4,4,256,8,error,,,,,,,,,,
tp4_pp4_mbs256_vpp16,4,4,256,16,error,,,,,,,,,,
tp4_pp4_mbs512_vpp1,4,4,512,1,error,,,,,,,,,,
tp4_pp4_mbs512_vpp2,4,4,512,2,error,,,,,,,,,,
tp4_pp4_mbs512_vpp4,4,4,512,4,error,,,,,,,,,,
tp4_pp4_mbs512_vpp8,4,4,512,8,error,,,,,,,,,,
tp4_pp4_mbs512_vpp16,4,4,512,16,error,,,,,,,,,,
tp4_pp4_mbs1024_vpp1,4,4,1024,1,error,,,,,,,,,,
tp4_pp4_mbs1024_vpp2,4,4,1024,2,error,,,,,,,,,,
tp4_pp4_mbs1024_vpp4,4,4,1024,4,error,,,,,,,,,,
tp4_pp4_mbs1024_vpp8,4,4,1024,8,error,,,,,,,,,,
tp4_pp4_mbs1024_vpp16,4,4,1024,16,error,,,,,,,,,,
