ep,error,error_detail,invalid,invalid_reason,link_bw,model,name,node_size,oom,pp,simulated,tp,vpp
4,,,,,200,gptoss-120b,tp4_pp2_vpp1_ep4,64,,2,True,4,1
4,,,,,400,gptoss-120b,tp4_pp2_vpp1_ep4,64,,2,True,4,1
4,,,,,800,gptoss-120b,tp4_pp2_vpp1_ep4,64,,2,True,4,1
4,,,,,100,gptoss-120b,tp4_pp2_vpp2_ep4,4,,2,True,4,2
4,,,,,200,gptoss-120b,tp4_pp2_vpp2_ep4,4,,2,True,4,2
4,,,,,400,gptoss-120b,tp4_pp2_vpp2_ep4,4,,2,True,4,2
4,,,,,800,gptoss-120b,tp4_pp2_vpp2_ep4,4,,2,True,4,2
4,,,,,100,gptoss-120b,tp4_pp2_vpp2_ep4,8,,2,True,4,2
4,,,,,200,gptoss-120b,tp4_pp2_vpp2_ep4,8,,2,True,4,2
4,,,,,400,gptoss-120b,tp4_pp2_vpp2_ep4,8,,2,True,4,2
4,,,,,800,gptoss-120b,tp4_pp2_vpp2_ep4,8,,2,True,4,2
4,,,,,100,gptoss-120b,tp4_pp2_vpp2_ep4,64,,2,True,4,2
4,,,,,200,gptoss-120b,tp4_pp2_vpp2_ep4,64,,2,True,4,2
4,,,,,400,gptoss-120b,tp4_pp2_vpp2_ep4,64,,2,True,4,2
4,,,,,800,gptoss-120b,tp4_pp2_vpp2_ep4,64,,2,True,4,2
8,,,,,100,gptoss-120b,tp4_pp2_vpp1_ep8,4,,2,True,4,1
8,,,,,200,gptoss-120b,tp4_pp2_vpp1_ep8,4,,2,True,4,1
8,,,,,400,gptoss-120b,tp4_pp2_vpp1_ep8,4,,2,True,4,1
8,,,,,800,gptoss-120b,tp4_pp2_vpp1_ep8,4,,2,True,4,1
8,,,,,100,gptoss-120b,tp4_pp2_vpp1_ep8,8,,2,True,4,1
8,,,,,200,gptoss-120b,tp4_pp2_vpp1_ep8,8,,2,True,4,1
8,,,,,400,gptoss-120b,tp4_pp2_vpp1_ep8,8,,2,True,4,1
8,,,,,800,gptoss-120b,tp4_pp2_vpp1_ep8,8,,2,True,4,1
8,,,,,100,gptoss-120b,tp4_pp2_vpp1_ep8,64,,2,True,4,1
8,,,,,200,gptoss-120b,tp4_pp2_vpp1_ep8,64,,2,True,4,1
8,,,,,400,gptoss-120b,tp4_pp2_vpp1_ep8,64,,2,True,4,1
8,,,,,800,gptoss-120b,tp4_pp2_vpp1_ep8,64,,2,True,4,1
8,,,,,100,gptoss-120b,tp4_pp2_vpp2_ep8,4,,2,True,4,2
8,,,,,200,gptoss-120b,tp4_pp2_vpp2_ep8,4,,2,True,4,2
8,,,,,400,gptoss-120b,tp4_pp2_vpp2_ep8,4,,2,True,4,2
8,,,,,800,gptoss-120b,tp4_pp2_vpp2_ep8,4,,2,True,4,2
8,,,,,100,gptoss-120b,tp4_pp2_vpp2_ep8,8,,2,True,4,2
8,,,,,200,gptoss-120b,tp4_pp2_vpp2_ep8,8,,2,True,4,2
8,,,,,400,gptoss-120b,tp4_pp2_vpp2_ep8,8,,2,True,4,2
8,,,,,800,gptoss-120b,tp4_pp2_vpp2_ep8,8,,2,True,4,2
8,,,,,100,gptoss-120b,tp4_pp2_vpp2_ep8,64,,2,True,4,2
8,,,,,200,gptoss-120b,tp4_pp2_vpp2_ep8,64,,2,True,4,2
8,,,,,400,gptoss-120b,tp4_pp2_vpp2_ep8,64,,2,True,4,2
8,,,,,800,gptoss-120b,tp4_pp2_vpp2_ep8,64,,2,True,4,2
16,,,,,100,gptoss-120b,tp4_pp2_vpp1_ep16,4,,2,True,4,1
16,,,,,200,gptoss-120b,tp4_pp2_vpp1_ep16,4,,2,True,4,1
16,,,,,400,gptoss-120b,tp4_pp2_vpp1_ep16,4,,2,True,4,1
16,,,,,800,gptoss-120b,tp4_pp2_vpp1_ep16,4,,2,True,4,1
16,,,,,100,gptoss-120b,tp4_pp2_vpp1_ep16,8,,2,True,4,1
16,,,,,200,gptoss-120b,tp4_pp2_vpp1_ep16,8,,2,True,4,1
16,,,,,400,gptoss-120b,tp4_pp2_vpp1_ep16,8,,2,True,4,1
16,,,,,800,gptoss-120b,tp4_pp2_vpp1_ep16,8,,2,True,4,1
16,,,,,100,gptoss-120b,tp4_pp2_vpp1_ep16,64,,2,True,4,1
16,,,,,200,gptoss-120b,tp4_pp2_vpp1_ep16,64,,2,True,4,1
16,,,,,400,gptoss-120b,tp4_pp2_vpp1_ep16,64,,2,True,4,1
16,,,,,800,gptoss-120b,tp4_pp2_vpp1_ep16,64,,2,True,4,1
16,,,,,100,gptoss-120b,tp4_pp2_vpp2_ep16,4,,2,True,4,2
16,,,,,200,gptoss-120b,tp4_pp2_vpp2_ep16,4,,2,True,4,2
16,,,,,400,gptoss-120b,tp4_pp2_vpp2_ep16,4,,2,True,4,2
16,,,,,800,gptoss-120b,tp4_pp2_vpp2_ep16,4,,2,True,4,2
16,,,,,100,gptoss-120b,tp4_pp2_vpp2_ep16,8,,2,True,4,2
16,,,,,200,gptoss-120b,tp4_pp2_vpp2_ep16,8,,2,True,4,2
16,,,,,400,gptoss-120b,tp4_pp2_vpp2_ep16,8,,2,True,4,2
16,,,,,800,gptoss-120b,tp4_pp2_vpp2_ep16,8,,2,True,4,2
16,,,,,100,gptoss-120b,tp4_pp2_vpp2_ep16,64,,2,True,4,2
16,,,,,200,gptoss-120b,tp4_pp2_vpp2_ep16,64,,2,True,4,2
16,,,,,400,gptoss-120b,tp4_pp2_vpp2_ep16,64,,2,True,4,2
16,,,,,800,gptoss-120b,tp4_pp2_vpp2_ep16,64,,2,True,4,2
4,,,,,100,gptoss-120b,tp4_pp4_vpp1_ep4,4,,4,True,4,1
4,,,,,200,gptoss-120b,tp4_pp4_vpp1_ep4,4,,4,True,4,1
4,,,,,400,gptoss-120b,tp4_pp4_vpp1_ep4,4,,4,True,4,1
4,,,,,800,gptoss-120b,tp4_pp4_vpp1_ep4,4,,4,True,4,1
4,,,,,100,gptoss-120b,tp4_pp4_vpp1_ep4,8,,4,True,4,1
4,,,,,200,gptoss-120b,tp4_pp4_vpp1_ep4,8,,4,True,4,1
4,,,,,400,gptoss-120b,tp4_pp4_vpp1_ep4,8,,4,True,4,1
4,,,,,800,gptoss-120b,tp4_pp4_vpp1_ep4,8,,4,True,4,1
4,,,,,100,gptoss-120b,tp4_pp4_vpp1_ep4,64,,4,True,4,1
4,,,,,200,gptoss-120b,tp4_pp4_vpp1_ep4,64,,4,True,4,1
4,,,,,400,gptoss-120b,tp4_pp4_vpp1_ep4,64,,4,True,4,1
4,,,,,800,gptoss-120b,tp4_pp4_vpp1_ep4,64,,4,True,4,1
8,,,,,100,gptoss-120b,tp4_pp4_vpp1_ep8,4,,4,True,4,1
8,,,,,200,gptoss-120b,tp4_pp4_vpp1_ep8,4,,4,True,4,1
8,,,,,400,gptoss-120b,tp4_pp4_vpp1_ep8,4,,4,True,4,1
8,,,,,800,gptoss-120b,tp4_pp4_vpp1_ep8,4,,4,True,4,1
8,,,,,100,gptoss-120b,tp4_pp4_vpp1_ep8,8,,4,True,4,1
8,,,,,200,gptoss-120b,tp4_pp4_vpp1_ep8,8,,4,True,4,1
8,,,,,400,gptoss-120b,tp4_pp4_vpp1_ep8,8,,4,True,4,1
8,,,,,800,gptoss-120b,tp4_pp4_vpp1_ep8,8,,4,True,4,1
8,,,,,100,gptoss-120b,tp4_pp4_vpp1_ep8,64,,4,True,4,1
8,,,,,200,gptoss-120b,tp4_pp4_vpp1_ep8,64,,4,True,4,1
8,,,,,400,gptoss-120b,tp4_pp4_vpp1_ep8,64,,4,True,4,1
8,,,,,800,gptoss-120b,tp4_pp4_vpp1_ep8,64,,4,True,4,1
16,,,,,100,gptoss-120b,tp4_pp4_vpp1_ep16,4,,4,True,4,1
16,,,,,200,gptoss-120b,tp4_pp4_vpp1_ep16,4,,4,True,4,1
16,,,,,400,gptoss-120b,tp4_pp4_vpp1_ep16,4,,4,True,4,1
16,,,,,800,gptoss-120b,tp4_pp4_vpp1_ep16,4,,4,True,4,1
16,,,,,100,gptoss-120b,tp4_pp4_vpp1_ep16,8,,4,True,4,1
16,,,,,200,gptoss-120b,tp4_pp4_vpp1_ep16,8,,4,True,4,1
16,,,,,400,gptoss-120b,tp4_pp4_vpp1_ep16,8,,4,True,4,1
16,,,,,800,gptoss-120b,tp4_pp4_vpp1_ep16,8,,4,True,4,1
16,,,,,100,gptoss-120b,tp4_pp4_vpp1_ep16,64,,4,True,4,1
16,,,,,200,gptoss-120b,tp4_pp4_vpp1_ep16,64,,4,True,4,1
16,,,,,400,gptoss-120b,tp4_pp4_vpp1_ep16,64,,4,True,4,1
16,,,,,800,gptoss-120b,tp4_pp4_vpp1_ep16,64,,4,True,4,1
64,,,,,100,deepseek-v3,tp2_pp8_ep64,4,True,8,,2,
64,,,,,200,deepseek-v3,tp2_pp8_ep64,4,True,8,,2,
64,,,,,400,deepseek-v3,tp2_pp8_ep64,4,True,8,,2,
64,,,,,800,deepseek-v3,tp2_pp8_ep64,4,True,8,,2,
64,,,,,100,deepseek-v3,tp2_pp8_ep64,8,True,8,,2,
64,,,,,200,deepseek-v3,tp2_pp8_ep64,8,True,8,,2,
64,,,,,400,deepseek-v3,tp2_pp8_ep64,8,True,8,,2,
64,,,,,800,deepseek-v3,tp2_pp8_ep64,8,True,8,,2,
64,,,,,100,deepseek-v3,tp2_pp8_ep64,64,True,8,,2,
64,,,,,200,deepseek-v3,tp2_pp8_ep64,64,True,8,,2,
64,,,,,400,deepseek-v3,tp2_pp8_ep64,64,True,8,,2,
64,,,,,800,deepseek-v3,tp2_pp8_ep64,64,True,8,,2,
